id,username,created_at,lng,lat,text
1518485993598423040,nikkiiTran_,Mon Apr 25 07:04:07 +0000 2022,-97.754724,30.323345500000002,getting cute to stay in the house&gt;&gt;&gt; https://t.co/jaip3IfsTm
1518485996421189633,Rowzshayy,Mon Apr 25 07:04:08 +0000 2022,-84.200366,39.78035800000001,I really like watching True crime/serial killer documentaries. But it just is so crazy to me that there really are… https://t.co/agY99hP70D
1518485997469675520,sizzah_handz,Mon Apr 25 07:04:08 +0000 2022,-117.0226945,38.502147,get trained up Hawaii!
1518486000179240962,TjDixon24253572,Mon Apr 25 07:04:09 +0000 2022,-88.728421,34.264073499999995,"Trust, once"
1518486008869752832,blue_jeep,Mon Apr 25 07:04:11 +0000 2022,-115.135165,36.0609645,I set my alarm so that I can go grab a primo spot by the pool in the morning. Nothing better than a Monday on vacation. 😎
1518486010513997826,becklove,Mon Apr 25 07:04:11 +0000 2022,-74.563998,40.334502,@kirksreview @SmithDavidB @Anonymo68851981 @RBReich Is NOT what the founding fathers had intended.
1518486011633876992,WilliamSalmons8,Mon Apr 25 07:04:11 +0000 2022,-85.7682405,37.822244,@Letitita8 859-913-6278 suck my dick
1518486018168524800,humblemel_,Mon Apr 25 07:04:13 +0000 2022,-118.4119065,34.0207895,"I gotta admit, I’m at my best when I’m doing music"
1518486023096864769,dipalacioz,Mon Apr 25 07:04:14 +0000 2022,-118.4119065,34.0207895,I’m done with this shit.
1518486022639738880,stylesismykiwi,Mon Apr 25 07:04:14 +0000 2022,-86.441236,39.766555499999996,only Tom Felton fans understand the heart breaking PAIN https://t.co/H5wmAP6ARZ
1518486028096471041,DrGQ,Mon Apr 25 07:04:15 +0000 2022,-117.849687,34.1355205,What y'all up to?
1518486029660946432,quis__custodiet,Mon Apr 25 07:04:16 +0000 2022,-118.18974,34.00745,0703ZN960LA COUNTY OF LOS ANGELESN34.0074 W118.1897Altitude: 700ftCourse: 67ºGroundspeed: 114kts https://t.co/QTtq872iow
1518486030609010689,RonTekulve,Mon Apr 25 07:04:16 +0000 2022,-89.338039,31.310637,@SouthernMissBSB Can you buy the whole set somewhere? Missed the first card!
1518486038217302016,HotDogShowers,Mon Apr 25 07:04:18 +0000 2022,-118.36964499999999,34.0870095,"@gunsnrosesgirl3 Nearly half this scumbag country voted for a functional retard, I’ve had enough illusions thank you very much. 👍🏻"
1518486041291853824,seangdavis,Mon Apr 25 07:04:19 +0000 2022,-79.861034,35.1704985,artists $puppet artists 🖼
1518486044458504193,thebayanng,Mon Apr 25 07:04:19 +0000 2022,-100.0768885,31.1688935,Love that https://t.co/KRAU9s8Jwi
1518486052876419072,slizzywalker,Mon Apr 25 07:04:21 +0000 2022,-117.874032,33.617638,listening to the saddest alex g song (soaker (bonus track)) to balance out how happy i’ve been lately
1518486058815660032,jtorange,Mon Apr 25 07:04:23 +0000 2022,-88.404845,40.1955145,@realRYNOS @JodySmithNFL Here was my ride https://t.co/W1Cx2cg0mb
1518486059700555777,skiiilor,Mon Apr 25 07:04:23 +0000 2022,-122.3306025,47.614817,Seattle mood board https://t.co/KpSBnhyQ7H
1518486063215308800,RhondaL08852964,Mon Apr 25 07:04:24 +0000 2022,-122.630908,45.536402,@bourbon_captain Happy birthday
1518486063890661376,SRHSCareers,Mon Apr 25 07:04:24 +0000 2022,-82.2542834,34.7370639,"Want to work in Simpsonville, SC? View our latest opening: https://t.co/PKeGdvGsyh #careersAtSRHS #lifeatSRHS"
1518486064909877248,A_GarciaCH,Mon Apr 25 07:04:24 +0000 2022,-157.799589,21.3199435,first time. i did NOT get carded at a bar 😳
1518486071805300737,jamescham,Mon Apr 25 07:04:26 +0000 2022,-122.14403,37.414371,“the tool you'd invent if you were a teacher of writing who wanted a better way to teach people to write”… https://t.co/o0c5e3fl0a
1518486072644321280,_Dessira,Mon Apr 25 07:04:26 +0000 2022,-85.1700515,41.086917,period . Consider it my million random thoughts on paper 😂 this my journal . whole time get off my page your violat… https://t.co/lU0n7xksNv
1518486077471928321,EdifyCity,Mon Apr 25 07:04:27 +0000 2022,-79.3872,43.648,Good morning family. Please join today's Kingdom Advancement Prayers live via this link:https://t.co/d6LjqkFNrF @… https://t.co/ovLSsMpVY0
1518486080374386690,Initial_D_Style,Mon Apr 25 07:04:28 +0000 2022,-91.40100849999999,30.937336000000002,@moodyangela @weirdlilguys Its catnip bro
1518486082484006914,bttmazboi,Mon Apr 25 07:04:28 +0000 2022,-111.931711,34.1682535,@maxkonnorxxx I’m loving you Fiddle Leaf fog and your umbrella tree. What is your favorite plant? Mine is the Philo… https://t.co/XYDPhLYpVe
